Date,Category,Count
02/27/2023,Jogger,404
02/27/2023,Lodgy,212
02/27/2023,Logan,424
02/28/2023,Dokker,300
02/28/2023,Duster,480
02/28/2023,Jogger,343
02/28/2023,Lodgy,193
02/28/2023,Logan,379
03/01/2023,Dokker,289
03/01/2023,Duster,546
03/01/2023,Jogger,385
03/01/2023,Lodgy,246
03/01/2023,Logan,445
03/02/2023,Dokker,332
03/02/2023,Duster,619
03/02/2023,Jogger,442
03/02/2023,Lodgy,237
03/02/2023,Logan,427
03/03/2023,Dokker,389
03/03/2023,Duster,762
03/03/2023,Jogger,507
03/03/2023,Lodgy,306
03/03/2023,Logan,588
03/04/2023,Dokker,458
03/04/2023,Duster,766
03/04/2023,Jogger,598
03/04/2023,Lodgy,310
03/04/2023,Logan,644
03/05/2023,Dokker,256
03/05/2023,Duster,429
03/05/2023,Jogger,324
03/05/2023,Lodgy,197
03/05/2023,Logan,378
03/06/2023,Dokker,279
03/06/2023,Duster,566
03/06/2023,Jogger,377
03/06/2023,Lodgy,229
03/06/2023,Logan,410
03/07/2023,Dokker,310
03/07/2023,Duster,540
03/07/2023,Jogger,339
03/07/2023,Lodgy,213
03/07/2023,Logan,363
03/08/2023,Dokker,273
03/08/2023,Duster,579
03/08/2023,Jogger,415
03/08/2023,Lodgy,213
03/08/2023,Logan,450
03/09/2023,Dokker,338
03/09/2023,Duster,598
03/09/2023,Jogger,414
03/09/2023,Lodgy,227
03/09/2023,Logan,432
03/10/2023,Dokker,370
03/10/2023,Duster,752
03/10/2023,Jogger,549
03/10/2023,Lodgy,299
03/10/2023,Logan,570
03/11/2023,Dokker,458
03/11/2023,Duster,716
03/11/2023,Jogger,584
03/11/2023,Lodgy,292
03/11/2023,Logan,594
03/12/2023,Dokker,258
03/12/2023,Duster,436
03/12/2023,Jogger,303
03/12/2023,Lodgy,182
03/12/2023,Logan,360
03/13/2023,Dokker,275
03/13/2023,Duster,555
03/13/2023,Jogger,405
03/13/2023,Lodgy,226
03/13/2023,Logan,422
03/14/2023,Dokker,283
03/14/2023,Duster,569
03/14/2023,Jogger,404
03/14/2023,Lodgy,229
03/14/2023,Logan,422
03/15/2023,Dokker,306
03/15/2023,Duster,564
03/15/2023,Jogger,417
03/15/2023,Lodgy,225
03/15/2023,Logan,454
03/16/2023,Dokker,328
03/16/2023,Duster,650
03/16/2023,Jogger,403
03/16/2023,Lodgy,239
03/16/2023,Logan,458
03/17/2023,Dokker,384
03/17/2023,Duster,696
03/17/2023,Jogger,539
03/17/2023,Lodgy,301
03/17/2023,Logan,581
03/18/2023,Dokker,452
03/18/2023,Duster,734
03/18/2023,Jogger,607
03/18/2023,Lodgy,294
03/18/2023,Logan,615
03/19/2023,Dokker,252
03/19/2023,Duster,489
03/19/2023,Jogger,322
03/19/2023,Lodgy,169
03/19/2023,Logan,374
03/20/2023,Dokker,274
03/20/2023,Duster,570
03/20/2023,Jogger,415
03/20/2023,Lodgy,219
03/20/2023,Logan,428
03/21/2023,Dokker,259
03/21/2023,Duster,545
03/21/2023,Jogger,403
03/21/2023,Lodgy,196
03/21/2023,Logan,427
03/22/2023,Dokker,284
03/22/2023,Duster,505
03/22/2023,Jogger,411
03/22/2023,Lodgy,226
03/22/2023,Logan,452
03/23/2023,Dokker,349
03/23/2023,Duster,650
03/23/2023,Jogger,443
03/23/2023,Lodgy,236
03/23/2023,Logan,461
03/24/2023,Dokker,430
03/24/2023,Duster,670
03/24/2023,Jogger,521
03/24/2023,Lodgy,271
03/24/2023,Logan,529
03/25/2023,Dokker,425
03/25/2023,Duster,834
03/25/2023,Jogger,594
03/25/2023,Lodgy,334
03/25/2023,Logan,640
03/26/2023,Dokker,264
03/26/2023,Duster,498
03/26/2023,Jogger,345
03/26/2023,Lodgy,202
03/26/2023,Logan,320
03/27/2023,Dokker,324
03/27/2023,Duster,605
03/27/2023,Jogger,367
03/27/2023,Lodgy,224
03/27/2023,Logan,430
03/28/2023,Dokker,278
03/28/2023,Duster,495
03/28/2023,Jogger,395
03/28/2023,Lodgy,216
03/28/2023,Logan,378
03/29/2023,Dokker,292
03/29/2023,Duster,505
03/29/2023,Jogger,369
03/29/2023,Lodgy,232
03/29/2023,Logan,466
03/30/2023,Dokker,353
03/30/2023,Duster,615
03/30/2023,Jogger,435
03/30/2023,Lodgy,253
03/30/2023,Logan,496
03/31/2023,Dokker,397
03/31/2023,Duster,801
03/31/2023,Jogger,574
03/31/2023,Lodgy,277
03/31/2023,Logan,535
04/01/2023,Dokker,519
04/01/2023,Duster,999
04/01/2023,Jogger,774
04/01/2023,Lodgy,428
04/01/2023,Logan,800
04/02/2023,Dokker,319
04/02/2023,Duster,566
04/02/2023,Jogger,410
04/02/2023,Lodgy,252
04/02/2023,Logan,455
04/03/2023,Dokker,412
04/03/2023,Duster,650
04/03/2023,Jogger,556
04/03/2023,Lodgy,272
04/03/2023,Logan,503
04/04/2023,Dokker,365
04/04/2023,Duster,638
04/04/2023,Jogger,525
04/04/2023,Lodgy,258
04/04/2023,Logan,501
04/05/2023,Dokker,423
04/05/2023,Duster,668
04/05/2023,Jogger,542
04/05/2023,Lodgy,280
04/05/2023,Logan,542
04/06/2023,Dokker,452
04/06/2023,Duster,875
04/06/2023,Jogger,559
04/06/2023,Lodgy,330
04/06/2023,Logan,627
04/07/2023,Dokker,523
04/07/2023,Duster,930
04/07/2023,Jogger,691
04/07/2023,Lodgy,383
04/07/2023,Logan,732
04/08/2023,Dokker,536
04/08/2023,Duster,999
04/08/2023,Jogger,688
04/08/2023,Lodgy,442
04/08/2023,Logan,784
04/09/2023,Dokker,305
04/09/2023,Duster,601
04/09/2023,Jogger,430
04/09/2023,Lodgy,241
04/09/2023,Logan,485
04/10/2023,Dokker,368
04/10/2023,Duster,708
04/10/2023,Jogger,524
04/10/2023,Lodgy,266
04/10/2023,Logan,605
04/11/2023,Dokker,401
04/11/2023,Duster,727
04/11/2023,Jogger,543
04/11/2023,Lodgy,277
04/11/2023,Logan,470
04/12/2023,Dokker,384
04/12/2023,Duster,657
04/12/2023,Jogger,484
04/12/2023,Lodgy,296
04/12/2023,Logan,509
04/13/2023,Dokker,426
04/13/2023,Duster,741
04/13/2023,Jogger,539
04/13/2023,Lodgy,338
04/13/2023,Logan,554
04/14/2023,Dokker,538
04/14/2023,Duster,995
04/14/2023,Jogger,654
04/14/2023,Lodgy,407
04/14/2023,Logan,786
04/15/2023,Dokker,615
04/15/2023,Duster,994
04/15/2023,Jogger,726
04/15/2023,Lodgy,398
04/15/2023,Logan,748
04/16/2023,Dokker,332
04/16/2023,Duster,583
04/16/2023,Jogger,405
04/16/2023,Lodgy,214
04/16/2023,Logan,422
04/17/2023,Dokker,405
04/17/2023,Duster,673
04/17/2023,Jogger,526
04/17/2023,Lodgy,259
04/17/2023,Logan,501
04/18/2023,Dokker,399
04/18/2023,Duster,619
04/18/2023,Jogger,483
04/18/2023,Lodgy,259
04/18/2023,Logan,552
04/19/2023,Dokker,368
04/19/2023,Duster,686
04/19/2023,Jogger,487
04/19/2023,Lodgy,299
04/19/2023,Logan,546
04/20/2023,Dokker,395
04/20/2023,Duster,857
04/20/2023,Jogger,633
04/20/2023,Lodgy,313
04/20/2023,Logan,639
04/21/2023,Dokker,517
04/21/2023,Duster,999
04/21/2023,Jogger,680
04/21/2023,Lodgy,371
04/21/2023,Logan,807
04/22/2023,Dokker,556
04/22/2023,Duster,999
04/22/2023,Jogger,714
04/22/2023,Lodgy,377
04/22/2023,Logan,826
04/23/2023,Dokker,314
04/23/2023,Duster,652
04/23/2023,Jogger,400
04/23/2023,Lodgy,226
04/23/2023,Logan,428
04/24/2023,Dokker,366
04/24/2023,Duster,748
04/24/2023,Jogger,550
04/24/2023,Lodgy,268
04/24/2023,Logan,579
04/25/2023,Dokker,377
04/25/2023,Duster,706
04/25/2023,Jogger,489
04/25/2023,Lodgy,283
04/25/2023,Logan,542
04/26/2023,Dokker,426
04/26/2023,Duster,658
04/26/2023,Jogger,548
04/26/2023,Lodgy,267
04/26/2023,Logan,606
04/27/2023,Dokker,444
04/27/2023,Duster,730
04/27/2023,Jogger,638
04/27/2023,Lodgy,301
04/27/2023,Logan,647
04/28/2023,Dokker,562
04/28/2023,Duster,896
04/28/2023,Jogger,697
04/28/2023,Lodgy,362
04/28/2023,Logan,797
04/29/2023,Dokker,522
04/29/2023,Duster,959
04/29/2023,Jogger,847
04/29/2023,Lodgy,375
04/29/2023,Logan,846
04/30/2023,Dokker,345
04/30/2023,Duster,572
04/30/2023,Jogger,480
04/30/2023,Lodgy,253
04/30/2023,Logan,433
05/01/2023,Dokker,360
05/01/2023,Duster,795
05/01/2023,Jogger,532
05/01/2023,Lodgy,257
05/01/2023,Logan,594
05/02/2023,Dokker,375
05/02/2023,Duster,702
05/02/2023,Jogger,486
05/02/2023,Lodgy,292
05/02/2023,Logan,539
05/03/2023,Dokker,410
05/03/2023,Duster,771
05/03/2023,Jogger,573
05/03/2023,Lodgy,268
05/03/2023,Logan,575
05/04/2023,Dokker,391
05/04/2023,Duster,768
05/04/2023,Jogger,575
05/04/2023,Lodgy,287
05/04/2023,Logan,615
05/05/2023,Dokker,510
05/05/2023,Duster,909
05/05/2023,Jogger,718
05/05/2023,Lodgy,381
05/05/2023,Logan,782
05/06/2023,Dokker,529
05/06/2023,Duster,999
05/06/2023,Jogger,804
05/06/2023,Lodgy,405
05/06/2023,Logan,727
05/07/2023,Dokker,300
05/07/2023,Duster,648
05/07/2023,Jogger,471
05/07/2023,Lodgy,230
05/07/2023,Logan,439
05/08/2023,Dokker,407
05/08/2023,Duster,791
05/08/2023,Jogger,511
05/08/2023,Lodgy,277
05/08/2023,Logan,509
05/09/2023,Dokker,355
05/09/2023,Duster,718
05/09/2023,Jogger,528
05/09/2023,Lodgy,291
05/09/2023,Logan,526
05/10/2023,Dokker,398
05/10/2023,Duster,792
05/10/2023,Jogger,517
05/10/2023,Lodgy,274
05/10/2023,Logan,542
05/11/2023,Dokker,459
05/11/2023,Duster,832
05/11/2023,Jogger,611
05/11/2023,Lodgy,306
05/11/2023,Logan,597
05/12/2023,Dokker,544
05/12/2023,Duster,943
05/12/2023,Jogger,656
05/12/2023,Lodgy,382
05/12/2023,Logan,739
05/13/2023,Dokker,574
05/13/2023,Duster,999
05/13/2023,Jogger,755
05/13/2023,Lodgy,436
05/13/2023,Logan,848
05/14/2023,Dokker,318
05/14/2023,Duster,653
05/14/2023,Jogger,493
05/14/2023,Lodgy,251
05/14/2023,Logan,416
05/15/2023,Dokker,375
05/15/2023,Duster,730
05/15/2023,Jogger,519
05/15/2023,Lodgy,293
05/15/2023,Logan,521
05/16/2023,Dokker,377
05/16/2023,Duster,645
05/16/2023,Jogger,479
05/16/2023,Lodgy,265
05/16/2023,Logan,491
05/17/2023,Dokker,409
05/17/2023,Duster,759
05/17/2023,Jogger,548
05/17/2023,Lodgy,264
05/17/2023,Logan,591
05/18/2023,Dokker,410
05/18/2023,Duster,761
05/18/2023,Jogger,627
05/18/2023,Lodgy,321
05/18/2023,Logan,580
05/19/2023,Dokker,520
05/19/2023,Duster,931
05/19/2023,Jogger,684
05/19/2023,Lodgy,342
05/19/2023,Logan,712
05/20/2023,Dokker,561
05/20/2023,Duster,999
05/20/2023,Jogger,790
05/20/2023,Lodgy,431
05/20/2023,Logan,861
05/21/2023,Dokker,328
05/21/2023,Duster,553
05/21/2023,Jogger,414
05/21/2023,Lodgy,224
05/21/2023,Logan,473
05/22/2023,Dokker,392
05/22/2023,Duster,705
05/22/2023,Jogger,540
05/22/2023,Lodgy,262
05/22/2023,Logan,543
05/23/2023,Dokker,373
05/23/2023,Duster,760
05/23/2023,Jogger,471
05/23/2023,Lodgy,282
05/23/2023,Logan,514
05/24/2023,Dokker,366
05/24/2023,Duster,798
05/24/2023,Jogger,545
05/24/2023,Lodgy,281
05/24/2023,Logan,538
05/25/2023,Dokker,395
05/25/2023,Duster,788
05/25/2023,Jogger,613
05/25/2023,Lodgy,334
05/25/2023,Logan,672
05/26/2023,Dokker,517
05/26/2023,Duster,921
05/26/2023,Jogger,713
05/26/2023,Lodgy,340
05/26/2023,Logan,745
05/27/2023,Dokker,504
05/27/2023,Duster,963
05/27/2023,Jogger,733
05/27/2023,Lodgy,389
05/27/2023,Logan,782
05/28/2023,Dokker,303
05/28/2023,Duster,606
05/28/2023,Jogger,408
05/28/2023,Lodgy,247
05/28/2023,Logan,436
05/29/2023,Dokker,354
05/29/2023,Duster,693
05/29/2023,Jogger,512
05/29/2023,Lodgy,305
05/29/2023,Logan,550
05/30/2023,Dokker,386
05/30/2023,Duster,651
05/30/2023,Jogger,558
05/30/2023,Lodgy,279
05/30/2023,Logan,532
05/31/2023,Dokker,351
05/31/2023,Duster,727
05/31/2023,Jogger,596
05/31/2023,Lodgy,267
05/31/2023,Logan,553
06/01/2023,Dokker,428
06/01/2023,Duster,817
06/01/2023,Jogger,604
06/01/2023,Lodgy,338
06/01/2023,Logan,610
06/02/2023,Dokker,535
06/02/2023,Duster,949
06/02/2023,Jogger,751
06/02/2023,Lodgy,403
06/02/2023,Logan,732
06/03/2023,Dokker,509
06/03/2023,Duster,999
06/03/2023,Jogger,836
06/03/2023,Lodgy,382
06/03/2023,Logan,765
06/04/2023,Dokker,317
06/04/2023,Duster,594
06/04/2023,Jogger,490
06/04/2023,Lodgy,248
06/04/2023,Logan,453
06/05/2023,Dokker,371
06/05/2023,Duster,735
06/05/2023,Jogger,523
06/05/2023,Lodgy,289
06/05/2023,Logan,600
06/06/2023,Dokker,342
06/06/2023,Duster,695
06/06/2023,Jogger,470
06/06/2023,Lodgy,260
06/06/2023,Logan,506
06/07/2023,Dokker,413
06/07/2023,Duster,725
06/07/2023,Jogger,574
06/07/2023,Lodgy,298
06/07/2023,Logan,611
06/08/2023,Dokker,388
06/08/2023,Duster,854
06/08/2023,Jogger,548
06/08/2023,Lodgy,332
06/08/2023,Logan,642
06/09/2023,Dokker,544
06/09/2023,Duster,981
06/09/2023,Jogger,695
06/09/2023,Lodgy,350
06/09/2023,Logan,730
06/10/2023,Dokker,557
06/10/2023,Duster,999
06/10/2023,Jogger,829
06/10/2023,Lodgy,418
06/10/2023,Logan,811
06/11/2023,Dokker,332
06/11/2023,Duster,591
06/11/2023,Jogger,503
06/11/2023,Lodgy,222
06/11/2023,Logan,473
06/12/2023,Dokker,399
06/12/2023,Duster,735
06/12/2023,Jogger,576
06/12/2023,Lodgy,252
06/12/2023,Logan,578
06/13/2023,Dokker,372
06/13/2023,Duster,662
06/13/2023,Jogger,519
06/13/2023,Lodgy,246
06/13/2023,Logan,536
06/14/2023,Dokker,398
06/14/2023,Duster,809
06/14/2023,Jogger,547
06/14/2023,Lodgy,257
06/14/2023,Logan,526
06/15/2023,Dokker,397
06/15/2023,Duster,764
06/15/2023,Jogger,629
06/15/2023,Lodgy,307
06/15/2023,Logan,634
06/16/2023,Dokker,525
06/16/2023,Duster,999
06/16/2023,Jogger,697
06/16/2023,Lodgy,344
06/16/2023,Logan,791
06/17/2023,Dokker,564
06/17/2023,Duster,999
06/17/2023,Jogger,729
06/17/2023,Lodgy,389
06/17/2023,Logan,737
06/18/2023,Dokker,299
06/18/2023,Duster,577
06/18/2023,Jogger,437
06/18/2023,Lodgy,220
06/18/2023,Logan,424
06/19/2023,Dokker,406
06/19/2023,Duster,753
06/19/2023,Jogger,537
06/19/2023,Lodgy,254
06/19/2023,Logan,543
06/20/2023,Dokker,365
06/20/2023,Duster,696
06/20/2023,Jogger,520
06/20/2023,Lodgy,271
06/20/2023,Logan,501
06/21/2023,Dokker,377
06/21/2023,Duster,693
06/21/2023,Jogger,572
06/21/2023,Lodgy,256
06/21/2023,Logan,577
06/22/2023,Dokker,461
06/22/2023,Duster,835
06/22/2023,Jogger,557
06/22/2023,Lodgy,335
06/22/2023,Logan,653
06/23/2023,Dokker,476
06/23/2023,Duster,937
06/23/2023,Jogger,726
06/23/2023,Lodgy,363
06/23/2023,Logan,765
06/24/2023,Dokker,576
06/24/2023,Duster,999
06/24/2023,Jogger,724
06/24/2023,Lodgy,371
06/24/2023,Logan,880
06/25/2023,Dokker,322
06/25/2023,Duster,652
06/25/2023,Jogger,466
06/25/2023,Lodgy,209
06/25/2023,Logan,450
06/26/2023,Dokker,404
06/26/2023,Duster,779
06/26/2023,Jogger,536
06/26/2023,Lodgy,258
06/26/2023,Logan,531
06/27/2023,Dokker,332
06/27/2023,Duster,642
06/27/2023,Jogger,510
06/27/2023,Lodgy,284
06/27/2023,Logan,529
06/28/2023,Dokker,353
06/28/2023,Duster,704
06/28/2023,Jogger,582
06/28/2023,Lodgy,270
06/28/2023,Logan,577
06/29/2023,Dokker,397
06/29/2023,Duster,770
06/29/2023,Jogger,667
06/29/2023,Lodgy,309
06/29/2023,Logan,586
06/30/2023,Dokker,529
06/30/2023,Duster,999
06/30/2023,Jogger,814
06/30/2023,Lodgy,330
06/30/2023,Logan,688
07/01/2023,Dokker,533
07/01/2023,Duster,999
07/01/2023,Jogger,885
07/01/2023,Lodgy,384
07/01/2023,Logan,842
07/02/2023,Dokker,345
07/02/2023,Duster,678
07/02/2023,Jogger,503
07/02/2023,Lodgy,241
07/02/2023,Logan,501
07/03/2023,Dokker,400
07/03/2023,Duster,742
07/03/2023,Jogger,576
07/03/2023,Lodgy,289
07/03/2023,Logan,592
07/04/2023,Dokker,386
07/04/2023,Duster,718
07/04/2023,Jogger,582
07/04/2023,Lodgy,271
07/04/2023,Logan,543
07/05/2023,Dokker,392
07/05/2023,Duster,760
07/05/2023,Jogger,579
07/05/2023,Lodgy,260
07/05/2023,Logan,553
07/06/2023,Dokker,479
07/06/2023,Duster,923
07/06/2023,Jogger,606
07/06/2023,Lodgy,308
07/06/2023,Logan,625
07/07/2023,Dokker,518
07/07/2023,Duster,950
07/07/2023,Jogger,802
07/07/2023,Lodgy,386
07/07/2023,Logan,696
07/08/2023,Dokker,599
07/08/2023,Duster,999
07/08/2023,Jogger,785
07/08/2023,Lodgy,412
07/08/2023,Logan,892
07/09/2023,Dokker,326
07/09/2023,Duster,606
07/09/2023,Jogger,511
07/09/2023,Lodgy,247
07/09/2023,Logan,513
07/10/2023,Dokker,397
07/10/2023,Duster,822
07/10/2023,Jogger,628
07/10/2023,Lodgy,264
07/10/2023,Logan,572
07/11/2023,Dokker,361
07/11/2023,Duster,765
07/11/2023,Jogger,584
07/11/2023,Lodgy,285
07/11/2023,Logan,493
07/12/2023,Dokker,384
07/12/2023,Duster,830
07/12/2023,Jogger,543
07/12/2023,Lodgy,290
07/12/2023,Logan,616
07/13/2023,Dokker,407
07/13/2023,Duster,849
07/13/2023,Jogger,666
07/13/2023,Lodgy,335
07/13/2023,Logan,595
07/14/2023,Dokker,504
07/14/2023,Duster,999
07/14/2023,Jogger,811
07/14/2023,Lodgy,349
07/14/2023,Logan,745
07/15/2023,Dokker,617
07/15/2023,Duster,999
07/15/2023,Jogger,880
07/15/2023,Lodgy,385
07/15/2023,Logan,839
07/16/2023,Dokker,280
07/16/2023,Duster,492
07/16/2023,Jogger,395
07/16/2023,Lodgy,201
07/16/2023,Logan,411
07/17/2023,Dokker,315
07/17/2023,Duster,623
07/17/2023,Jogger,448
07/17/2023,Lodgy,212
07/17/2023,Logan,443
07/18/2023,Dokker,319
07/18/2023,Duster,620
07/18/2023,Jogger,417
07/18/2023,Lodgy,212
07/18/2023,Logan,436
07/19/2023,Dokker,322
07/19/2023,Duster,579
07/19/2023,Jogger,502
07/19/2023,Lodgy,209
07/19/2023,Logan,422
07/20/2023,Dokker,349
07/20/2023,Duster,721
07/20/2023,Jogger,503
07/20/2023,Lodgy,263
07/20/2023,Logan,493
07/21/2023,Dokker,378
07/21/2023,Duster,771
07/21/2023,Jogger,664
07/21/2023,Lodgy,316
07/21/2023,Logan,592
07/22/2023,Dokker,435
07/22/2023,Duster,963
07/22/2023,Jogger,652
